Name,Location,Latitude,Longitude
KMEH,MEACHAM,45.516,-118.416
KMEI,MERIDIAN KEY FIELD,32.333,-88.75
KMEM,MEMPHIS INTERNATIONAL AIRPORT,35.033,-89.983
KMER,Merced / Castle Air Force Base,37.366,-120.566
KMEZ,"Mena, Mena Intermountain Municipal Airport",34.545,-94.202
KMFD,LAHM MUNICIPAL AIRPORT,40.816,-82.516
KMFE,MCALLEN MILLER INTERNATIONAL  AIRPORT,26.183,-98.25
KMFI,MARSHFIELD MUNICIPAL AIRPORT,44.633,-90.183
KMFR,ROGUE VALLEY INTERNATIONAL  AIRPORT,42.383,-122.883
KMFV,Melfa / Accomack Airport,37.65,-75.766
KMGE,Marietta / Dobbins Air Force Base,33.916,-84.516
KMGG,"Maple Lake, Maple Lake Municipal Airport",45.236,-93.985
KMGJ,MONTGOMERY ORANGE CO AIRPORT,41.516,-74.266
KMGM,MONTGOMERY DANNELLY FIELD,32.3,-86.4
KMGN,"Harbor Springs, Harbor Springs Airport",45.425,-84.913
KMGR,"Moultrie, Moultrie Municipal Airport",31.084,-83.803
KMGW,MORGANTOWN MUNI-HART FIELD,39.65,-79.916
KMGY,DAYTON WRIGHT BROTHERS AIRPORT,39.6,-84.233
KMHE,MITCHELL MUNICIPAL AIRPORT,43.766,-98.033
KMHK,MANHATTAN REGIONAL AIRPORT,39.133,-96.683
KMHR,"Sacramento, Sacramento Mather Airport",38.55,-121.3
KMHS,MOUNT SHASTA,41.316,-122.316
KMHT,MANCHESTER AIRPORT,42.933,-71.433
KMHV,Mojave,35.066,-118.15
KMIA,MIAMI INTERNATIONAL AIRPORT,25.783,-80.316
KMIB,Minot Air Force Base,48.416,-101.35
KMIC,CRYSTAL AIRPORT,45.066,-93.35
KMIE,MUNCIE DELAWARE JOHNSON,40.233,-85.4
KMIS,Main Pass,29.295,-88.842
KMIU,Mustang Island 31,27.288,-96.736
KMIV,MILLVILLE MUNICIPAL AIRPORT,39.366,-75.083
KMIW,MARSHALLTOWN MUNICIPAL AIRPORT,42.116,-92.916
KMJQ,"Jackson, Jackson Municipal Airport",43.65,-94.983
KMKC,KANSAS CITY DOWNTOWN AIRPORT,39.116,-94.6
KMKE,GEN MITCHELL INTERNATIONAL  AIRPORT,42.95,-87.9
KMKG,MUSKEGON COUNTY AIRPORT,43.166,-86.233
KMKJ,Marion / Wytheville,36.9,-81.35
KMKL,JACKSON MCKELLAR-SIPES RGNL,35.6,-88.916
KMKN,"Comanche, Comanche County-City Airport",31.916,-98.600
KMKO,MUSKOGEE DAVIS FIELD,35.65,-95.366
KMKT,"Mankato, Mankato Regional Airport",44.216,-93.916
KMLB,MELBOURNE INTERNATIONAL,28.1,-80.65
KMLC,MCALESTER REGIONAL AIRPORT,34.883,-95.783
KMLE,"Omaha, Millard Airport",41.195,-96.112
KMLF,MILFORD MUNICIPAL AIRPORT,38.416,-113.016
KMLI,MOLINE QUAD-CITY AIRPORT,41.45,-90.516
KMLJ,"Milledgeville, Baldwin County Airport",33.154,-83.240
KMLP,MULLAN PASS VOR,47.45,-115.666
KMLS,MILES CITY WILEY FIELD,46.433,-105.883
KMLT,MILLINOCKET MUNICIPAL AIRPORT,45.65,-68.7
KMLU,MONROE REGIONAL AIRPORT,32.516,-92.033
KMMH,Mammoth / June Lakes,37.616,-118.833
KMMK,MERIDEN MARKHAM MUNICIPAL AIRPORT,41.516,-72.833
KMML,"Marshall, Southwest Minnesota Regional Airport - Marshall/Ryan Field",44.45,-95.816
KMMT,McEntire Air National Guard Weather Facility Base,33.916,-80.8
KMMU,Morristown Municipal,40.8,-74.416
KMMV,MCMINNVILLE MUNICIPAL AIRPORT,45.2,-123.133
KMNH,"Elbert Mountain, Monument Pass",39.216,-104.633
KMNI,Manning / Cooper Regional,33.583,-80.216
KMNM,"Menominee, Menominee-Marinette Twin County Airport",45.133,-87.633
KMNN,MARION MUNICIPAL AIRPORT,40.616,-83.066
KMOB,MOBILE REGIONAL AIRPORT,30.683,-88.233
KMOD,MODESTO CITY CO SHAM FLD,37.616,-120.95
KMOP,"Mount Pleasant, Mount Pleasant Municipal Airport",43.616,-84.733
KMOT,MINOT INTERNATIONAL AIRPORT,48.266,-101.283
KMOX,"Morris, Morris Municipal Airport",45.566,-95.966
KMPO,MT POCONO POCONO MOUNTAINS,41.133,-75.383
KMPV,KNAPP STATE AIRPORT,44.2,-72.566
KMPZ,"Mount Pleasant, Mount Pleasant Municipal Airport",40.946,-91.511
KMQB,"Macomb, Macomb Municipal Airport",40.520,-90.652
KMQE,MILTON BLUE HILL OBSERV,42.216,-71.116
KMQI,Manteo / Dare County Regional,35.916,-75.7
KMQT,Marquette,46.533,-87.55
KMQY,"Smyrna, Smyrna Airport",36.008,-86.52
KMRB,MARTINSBURG EASTERN WV REG,39.4,-77.983
KMRC,Columbia / Maury County,35.55,-87.183
KMRF,Marfa,30.366,-104.016
KMRH,BEAUFORT SMITH FIELD,34.733,-76.65
KMRJ,"Mineral Point, Iowa County Airport",42.885,-90.231
KMRN,"Morganton, Morganton-Lenoir Airport",35.821,-81.610
KMRY,MONTEREY PENINSULA AIRPORT,36.583,-121.85
KMSL,NORTH WEST ALABAMA REGIONAL,34.75,-87.6
KMSN,MADISON DANE COUNTY RGNL,43.133,-89.35
KMSO,MISSOULA INTERNATIONAL AIRPORT,46.916,-114.1
KMSP,MINNEAPOLIS-ST PAUL INTERNATIONAL,44.866,-93.216
KMSS,MASSENA INTERNATIONAL -RICHARDS FLD,44.933,-74.85
KMSV,"Monticello, Sullivan County International Airport",41.7,-74.8
KMSY,NEW ORLEANS INTERNATIONAL  AIRPORT,30.0,-90.25
KMTC,Selfridge Air National Guard Base,42.616,-82.833
KMTH,MARATHON AIRPORT,24.733,-81.05
KMTJ,MONTROSE REGIONAL AIRPORT,38.5,-107.9
KMTN,Baltimore / Martin,39.333,-76.416
KMTO,MATTOON/CHARLESTON COLES CO,39.466,-88.266
KMTP,MONTAUK AIRPORT,41.066,-71.916
KMTV,Martinsville,36.633,-80.016
KMTW,"Manitowoc, Manitowoc County Airport",44.133,-87.683
KMUI,Muir Army Air Field / Indiantown,40.433,-76.566
KMUO,Mountain Home Air Force Base,43.05,-115.866
KMUT,Muscatine,41.366,-91.15
KMVE,"Montevideo, Montevideo-Chippewa County Airport",44.966,-95.716
KMVL,MORRISVILLE STOWE STATE AIRPORT,44.533,-72.616
KMVN,"Mount Vernon, Mount Vernon Airport",38.316,-88.866
KMVY,VINEYARD HAVEN MARTHAS VIN,41.4,-70.616
KMWA,"Marion, Williamson County Regional Airport",37.750,-89.001
KMWC,Milwaukee / Timmerman,43.116,-88.033
KMWH,GRANT COUNTY AIRPORT,47.2,-119.316
KMWK,"Mount Airy, Mount Airy/Surry County Airport",36.459,-80.553
KMWL,MINERAL WELLS AIRPORT,32.783,-98.066
KMWM,"Windom, Windom Municipal Airport",43.913,-95.109
KMWN,Mount Washington,44.266,-71.3
KMWS,Mount Wilson,34.233,-118.066
KMWT,MT IDA,34.55,-93.583
KMXF,Maxwell Air Force Base / Montgomery,32.383,-86.366
KMXO,Monticello Municipal,42.233,-91.166
KMYF,SAN DIEGO MONTGOMERY FIELD,32.816,-117.133
KMYL,MCCALL AIRPORT,44.883,-116.083
KMYP,"Salida Mountain, Monarch Pass",38.484,-106.316
KMYR,Myrtle Beach Air Force Base,33.683,-78.933
KMYT,Innovator,28.220,-89.615
KMYV,MARYSVILLE YUBA COUNTY,39.1,-121.566
KMZG,Mustang Island A85A,27.726,-96.191
KMZH,"Moose Lake, Moose Lake Carlton County Airport",46.416,-92.8
KN60,GARRISON MUNICIPAL AIRPORT,47.65,-101.433
KNAK,ANNAPOLIS US NAVAL ACADEMY,38.983,-76.483
KNBC,BEAUFORT MCAS,32.483,-80.716
KNBG,NEW ORLEANS NAVAL AIR STN,29.833,-90.016
KNBT,PINEY ISLAND BT11 BOMB RANGE,35.016,-76.466
KNCA,MCAS NEW RIVER,34.7,-77.45
KNDZ,MILTON WHITING FIELD (SOUTH),30.7,-87.016
KNEL,Lakehurst Naval Air Station,40.033,-74.316
KNEW,NEW ORLEANS LAKEFRONT AIRPORT,30.05,-90.033
KNFE,FENTRESS NALF,36.7,-76.133
KNFG,MCAS CAMP PENDLETON,33.3,-117.35
KNFL,FALLON NAVAL AIR STATION,39.433,-118.683
KNFW,NAS FORT WORTH TX,32.766,-97.45
KNGP,CORPUS CHRISTI NAVAL AIR STN,27.683,-97.283
KNGU,"Norfolk, Naval Air Station",36.933,-76.295
KNHK,NAS PATUXENT RIVER MD,38.3,-76.4
KNHZ,BRUNSWICK NAVAL AIR STN,43.9,-69.933
KNID,NAWS CHINA LAKE,35.683,-117.7
KNIP,JACKSONVILLE NAVAL AIR STN,30.233,-81.666
KNJK,"El Centro, Naval Air Facility",32.825,-115.660
KNJM,"BOGUE FIELD, MCALF",34.7,-77.033
KNKT,"Cherry Point, Marine Corps Air Station",34.897,-76.880
KNKX,MCAS MIRAMAR,32.866,-117.15
KNLC,LEMOORE NAVAL AIR STATION,36.333,-119.95
KNMM,MERIDIAN NAVAL AIR STATION,32.916,-88.933
KNMT,"McMullen, McMullen Target Site",28.236,-98.724
KNOG,"ORANGE GROVE, NALF",27.483,-98.066
KNOW,Port Angeles Coast Guard Air Station,48.133,-123.4
KNPA,"Pensacola, Naval Air Station",30.356,-87.323
KNQA,"Millington, Millington Municipal Airport",35.356,-89.870
KNQI,KINGSVILLE NAS,27.833,-97.35
KNQX,KEY WEST NAVAL AIR STATION,24.583,-81.683
KNRB,MAYPORT NAVAL AIR FACILITY,30.4,-81.416
KNRS,"IMPERIAL BEACH, NOLF",32.566,-117.116
KNSE,MILTON WHITING FIELD (NORTH),30.733,-87.016
KNSI,SAN NICOLAS ISLAND,33.233,-119.466
KNTD,"NAWCWPNS POINT MUGU, CA",34.116,-119.116
KNTU,"OCEANA, NAVAL AIR STATION",36.816,-76.033
KNUC,SAN CLEMENTE ISLAND NALF,33.016,-118.583
KNUI,KNUI WEBSTER FIELD ANNEX,38.15,-76.416
KNUQ,MOFFETT FIELD,37.433,-122.05
KNUW,NAS WHIDBEY ISLAND,48.35,-122.65
KNXP,TWENTYNINE PALMS MARINE,34.3,-116.166
KNXX,WILLOW GROVE NAVAL AIR STA,40.2,-75.133
KNYC,NEW YORK CITY CENTRAL PARK,40.783,-73.966
KNYG,QUANTICO MARINE CORPS AIRFAC,38.5,-77.3
KNYL,MCAS YUMA,32.65,-114.6
KNZY,"NAS NORTH ISLAND, SAN DIEGO",32.7,-117.216
KO54,Weaverville,40.747,-122.922
KO87,Shelter Cove,40.016,-124.066
KOAJ,"Jacksonville, Albert J Ellis Airport",34.833,-77.616
KOAK,METRO OAKLAND INTERNATIONAL  AIRPORT,37.716,-122.233
KOBE,Okeechobee County Airport,27.266,-80.850
KOCF,"Ocala, Ocala International Airport-Jim Taylor Field",29.166,-82.216
KOCH,"Nacogdoches, A L Mangham Jr. Regional Airport",31.583,-94.716
KOCW,"Washington, Warren Field Airport",35.570,-77.049
KODO,ODESSA SCHLEMEYER FIELD,31.916,-102.4
KODX,ORD EVELYN SHARP FLD AIRPORT,41.616,-98.95
KOEB,"Coldwater, Branch County Memorial Airport",41.933,-85.052
KOEO,"Osceola, L O Simenstad Municipal Airport",45.308,-92.690
KOFF,Omaha / Offutt Air Force Base,41.116,-95.9
KOFK,KARL STEFAN MEMORIAL AIRPORT,41.983,-97.433
KOFP,HANOVER COUNTY MUNICIPAL,37.7,-77.433
KOGA,"Ogallala, Searle Field Airport",41.119,-101.768
KOGB,ORANGEBURG MUNICIPAL AIRPORT,33.466,-80.85
KOGD,OGDEN-HINCKLEY AIRPORT,41.2,-112.016
KOJA,"Weatherford, Thomas P Stafford Airport",35.544,-98.668
KOJC,OLATHE JOHNSON CO EXECUTIVE,38.833,-94.733
KOKB,OCEANSIDE,33.216,-117.35
KOKC,WILL ROGERS WORLD AIRPORT,35.383,-97.6
KOKH,"Oceanside, Oceanside Municipal Airport",33.219,-117.349
KOKK,"Kokomo, Kokomo Municipal Airport",40.533,-86.066
KOKM,"Okmulgee, Okmulgee Municipal Airport",35.668,-95.948
KOKV,Winchester Regional,39.15,-78.15
KOLE,Olean Municipal,42.233,-78.366
KOLF,WOLF POINT CLAYTON AIRPORT,48.1,-105.583
KOLM,OLYMPIA AIRPORT,46.966,-122.9
KOLS,NOGALES INTERNATIONAL AIRPORT,31.416,-110.85
KOLU,"Columbus, Columbus Municipal Airport",41.45,-97.333
KOLV,"Olive Branch, Olive Branch Airport",34.978,-89.786
KOLY,"Olney-Noble, Olney-Noble Airport",38.721,-88.176
KOLZ,"Oelwein, Oelwein Municipal Airport",42.680,-91.974
KOMA,OMAHA EPPLEY AIRFIELD,41.3,-95.9
KOMH,"Orange, Orange County Airport",38.247,-78.045
KOMK,OMAK AIRPORT,48.466,-119.516
KOMN,"Ormond Beach, Ormond Beach Municipal Airport",29.301,-81.113
KONA,"Winona, Winona Municipal Airport-Max Conrad Field",44.083,-91.7
KONL,O'Neill / Baker Field,42.466,-98.683
KONM,Socorro Municipal,34.016,-106.9
KONO,ONTARIO MUNICIPAL AIRPORT,44.016,-117.016
KONP,"Newport, Newport Municipal Airport",44.580,-124.058
KONT,ONTARIO INTERNATIONAL  AIRPORT,34.05,-117.583
KONX,"Currituck, Currituck County Airport",36.398,-76.016
KONZ,"Detroit/Grosse Ile, Grosse Ile Airport",42.098,-83.161
KOOA,"Oskaloosa, Oskaloosa Municipal Airport",41.226,-92.493
KOPF,MIAMI OPA LOCKA AIRPORT,25.9,-80.283
KOPM,N. Padre Island,26.832,-96.940
KOPN,"Thomaston, Thomaston-Upson County Airport",32.955,-84.264
KOQT,OAK RIDGE,36.016,-84.233
KOQU,N. Kingston / Quonset,41.6,-71.416
KORB,Orr,48.016,-92.866
KORC,Orange City,42.983,-96.066
KORD,CHICAGO O'HARE INTERNATIONAL,41.983,-87.916
KORE,"Orange, Orange Municipal Airport",42.571,-72.277
KORF,NORFOLK INTERNATIONAL AIRPORT,36.9,-76.2
KORG,"Orange, Orange County Airport",30.069,-93.803
KORH,WORCESTER REGIONAL AIRPORT,42.266,-71.866
KORL,ORLANDO EXECUTIVE AIRPORT,28.55,-81.333
KORS,"Eastsound, Orcas Island Airport",48.708,-122.910
KOSA,"Mount Pleasant, Mount Pleasant Regional Airport",33.095,-94.961
KOSC,"Oscoda, Oscoda-Wurtsmith Airport",44.45,-83.366
KOSH,WITTMAN REGIONAL AIRPORT,43.966,-88.55
KOSU,OHIO STATE UNIVERSITY AIRPORT,40.083,-83.083
KOTG,"Worthington, Worthington Municipal Airport",43.65,-95.583
KOTH,"North Bend, North Bend Municipal Airport",43.416,-124.25
KOTM,OTTUMWA INDUSTRIAL AIRPORT,41.1,-92.45
KOUN,Norman / Max Westheimer,35.216,-97.45
KOVE,OROVILLE MUNICIPAL AIRPORT,39.5,-121.616
KOVL,"Olivia, Olivia Regional Airport",44.778,-95.032
KOVS,BOSCOBEL AIRPORT,43.15,-90.683
KOWA,"Owatonna, Owatonna Degner Regional Airport",44.116,-93.25
KOWB,"Owensboro, Owensboro-Daviess County Airport",37.74,-87.166
KOWD,NORWOOD MEMORIAL AIRPORT,42.183,-71.166
KOXB,OCEAN CITY MUNICIPAL AIRPORT,38.316,-75.116
KOXC,"Oxford, Waterbury-Oxford Airport",41.483,-73.133
KOXR,OXNARD AIRPORT,34.2,-119.2
KOXV,Knoxville,41.3,-93.116
KOZR,Cairns Army Air Field / Ozark,31.283,-85.716
KOZW,"Howell, Livingston County Airport",42.629,-83.984
KP28,MEDICINE LODGE,37.283,-98.55
KP53,MUNISING LAKESHORE,46.416,-86.65
KP58,PORT HOPE,44.016,-82.8
KP59,COPPER HARBOR,47.466,-87.883
KP60,YELLOWSTONE LAKE,44.55,-110.416
KP61,Grand Marais,47.747,-90.344
KP68,EUREKA,39.6,-116.0
KP69,Lowell,46.144,-115.596
KP92,SALT POINT,29.566,-91.533
KPAE,EVERETT SNOHOMISH COUNTY,47.916,-122.283
KPAH,BARKLEY REGIONAL AIRPORT,37.05,-88.766
KPAM,Tyndall Air Force Base,30.066,-85.583
KPAO,Palo Alto Airport,37.466,-122.116
KPBF,PINE BLUFF GRIDER FIELD,34.183,-91.933
KPBG,PLATTSBURGH INTERNATIONAL  AIRPORT,44.65,-73.466
KPBH,Phillips / Price County,45.7,-90.4
KPBI,PALM BEACH INTERNATIONAL,26.683,-80.1
KPCM,"Plant City, Plant City Municipal Airport",28.0,-82.15
KPCZ,"Waupaca, Waupaca Municipal Airport",44.333,-89.015
KPDC,"Prairie Du Chien, Prairie Du Chien Municipal Airport",43.021,-91.124
KPDK,ATLANTA DE KALB-PEACHTREE,33.883,-84.3
KPDT,PENDLETON MUNICIPAL AIRPORT,45.166,-118.383
KPDX,PORTLAND INTERNATIONAL  AIRPORT,45.583,-122.6
KPEA,"Pella, Pella Municipal Airport",41.4,-92.933
KPEO,PENN YAN AIRPORT,42.65,-77.05
KPEQ,"Pecos, Pecos Municipal Airport",31.382,-103.510
KPEX,"Paynesville, Paynesville Municipal Airport",45.372,-94.746
KPFN,PANAMA CITY-BAY CTY INTERNATIONAL,30.2,-85.683
KPGA,PAGE MUNICIPAL AIRPORT,36.933,-111.45
KPGD,PUNTA GORDA CHARLOTTE COUNTY,26.916,-82.0
KPGV,Pitt-Greenville Airport,35.633,-77.4
KPHD,NEW PHILADELPHIA CLEVER FLD,40.466,-81.416
KPHF,WILLIAMSBURG INTERNATIONAL  AIRPORT,37.133,-76.5
KPHL,PHILADELPHIA INTERNATIONAL  AIRPT,39.866,-75.233
KPHN,St. Clair County International,42.916,-82.533
KPHP,PHILIP AIRPORT,44.05,-101.6
KPHX,"Phoenix, Phoenix Sky Harbor International Airport",33.434,-112.051
KPIA,GREATER PEORIA REGIONAL AIRPORT,40.666,-89.683
KPIB,"Hattiesburg/Laurel, Hattiesburg-Laurel Regional Airport",31.466,-89.333
KPIE,ST PETERSBURG/CLEARWATER,27.916,-82.683
KPIH,POCATELLO REGIONAL AIRPORT,42.916,-112.6
KPIL,PORT ISABEL CAMERON,26.166,-97.333
KPIR,PIERRE REGIONAL AIRPORT,44.383,-100.283
KPIT,GREATER PITTSBURGH INTERNATIONAL,40.483,-80.233
KPKB,MID-OHIO VALLEY RGNL AIRPORT,39.333,-81.45
KPKD,PARK RAPIDS MUNICIPAL AIRPORT,46.9,-95.066
KPKV,"Port Lavaca, Calhoun County Airport",28.653,-96.681
KPLB,PLATTSBURGH CLINTON CO AIRPORT,44.683,-73.533
KPLN,PELLSTON REGIONAL AIRPORT,45.566,-84.8
KPMD,PALMDALE PROD FLIGHT PLANT,34.633,-118.083
KPMP,POMPANO BEACH AIRPARK,26.25,-80.116
KPMV,"Plattsmouth, Plattsmouth Municipal Airport",40.95,-95.917
KPNA,"Pinedale, Ralph Wenz Field Airport",42.795,-109.806
KPNC,PONCA CITY MUNICIPAL AIRPORT,36.733,-97.1
KPNE,N.E. PHILADELPHIA AIRPORT,40.083,-75.016
KPNM,Princeton,45.55,-93.6
KPNS,PENSACOLA REGIONAL AIRPORT,30.483,-87.183
KPNT,"Pontiac, Pontiac Municipal Airport",40.923,-88.625
KPOB,Pope Air Force Base,35.166,-79.033
KPOC,La Verne / Brackett,34.1,-117.783
KPOE,"Fort Polk, Polk AAF Ft Polk",31.05,-93.193
KPOF,POPLAR BLUFF MUN AIRPORT,36.766,-90.316
KPOU,POUGHKEEPSIE DUTCHESS CTY,41.633,-73.883
KPPA,"Pampa, Perry Lefors Field Airport",35.612,-100.996
KPPF,PARSONS TRI-CITY AIRPORT,37.333,-95.5
KPPQ,"Pittsfield, Pittsfield Penstone Municipal Airport",39.638,-90.778
KPQI,Presque Isle,46.683,-68.05
KPQL,PASCAGOULA LOTT INTERNATIONAL  AIRPORT,30.466,-88.533
KPQN,"Pipestone, Pipestone Municipal Airport",43.983,-96.316
KPRB,PASO ROBLES AIRPORT,35.666,-120.633
KPRC,PRESCOTT LOVE FIELD,34.65,-112.416
KPRG,"Paris, Edgar County Airport",39.700,-87.669
KPRN,GREENVILLE AIRPORT,31.783,-85.95
KPRX,Paris / Cox Field,33.633,-95.45
KPSC,TRI-CITIES AIRPORT,46.266,-119.116
KPSF,PITTSFIELD MUNICIPAL AIRPORT,42.433,-73.283
KPSK,Dublin / New River Valley,37.133,-80.683
KPSM,Pease Air Force Base / Portsmouth,43.083,-70.816
KPSN,"Palestine, Palestine Municipal Airport",31.779,-95.706
KPSP,PALM SPRINGS REGIONAL AIRPORT,33.833,-116.5
KPSX,PALACIOS MUNICIPAL AIRPORT,28.716,-96.25
KPTB,"Petersburg, Dinwiddie County Airport",37.183,-77.516
KPTK,OAKLAND COUNTY INTERNATIONAL,42.666,-83.416
KPTN,Patterson Memorial,29.716,-91.333
KPTT,Pratt Municipal,37.7,-98.75
KPTV,"Porterville, Porterville Municipal Airport",36.033,-119.066
KPTW,POTTSTOWN LIMERICK AIRPORT,40.233,-75.55
KPUB,PUEBLO MEMORIAL AIRPORT,38.283,-104.5
KPUC,PRICE CARBON COUNTY AIRPORT,39.616,-110.75
KPUW,PULLMAN/MOSCOW RGNL AIRPORT,46.75,-117.116
KPVC,"Provincetown, Provincetown Municipal Airport",42.066,-70.216
KPVD,PROVIDENCE GREEN STATE AIRPORT,41.733,-71.433
KPVJ,"Pauls Valley, Pauls Valley Municipal Airport",34.711,-97.223
KPVU,"Provo, Provo Municipal Airport",40.216,-111.716
KPVW,"Plainview, Hale County Airport",34.168,-101.717
KPWA,WILEY POST,35.533,-97.65
KPWC,"Pine River, Pine River Regional Airport",46.725,-94.383
KPWG,"Waco, Mc Gregor Executive Airport",31.483,-97.316
KPWK,CHICAGO EXECUTIVE AIRPORT,42.116,-87.9
KPWM,PORTLAND INTERNATIONAL  JETPORT,43.65,-70.3
KPWT,"Bremerton, Bremerton National Airport",47.5,-122.75
KPYM,PLYMOUTH MUNICIPAL AIRPORT,41.9,-70.733
KPYX,"Perryton, Perryton Ochiltree County Airport",36.4,-100.733
KPZQ,"Rogers City, Presque Isle County Airport",45.406,-83.812
KQCA,Granite Peak,40.166,-113.35
KQCB,Little Mountain,41.25,-112.25
KQCJ,Eagle Range,41.05,-113.083
KQHA,FOB Mandrian,19.666,-72.033
KQIR,Al Udeid,25.116,51.3
KQTA,"ATSUGI, JAPAN NAVAL AIR",35.45,139.45
KRAC,BATTEN INTERNATIONAL AIRPORT,42.766,-87.816
KRAL,RIVERSIDE MUNICIPAL AIRPORT,33.95,-117.45
KRAP,RAPID CITY REGIONAL AIRPORT,44.05,-103.05
KRAS,"Port Aransas, Mustang Beach Airport",27.811,-97.088
KRBD,DALLAS EXECUTIVE AIRPORT,32.683,-96.866
KRBG,ROSEBURG REGIONAL AIRPORT,43.233,-123.35
KRBL,RED BLUFF MUNICIPAL AIRPORT,40.15,-122.25
KRBO,"Robstown, Nueces County Airport",27.778,-97.690
KRCA,Ellsworth Air Force Base,44.15,-103.1
KRCX,"Ladysmith, Ruck County Airport",45.496,-91.000
KRDD,REDDING MUNICIPAL AIRPORT,40.5,-122.283
KRDG,READING REGIONAL AIRPORT,40.366,-75.966
KRDK,Red Oak,41.016,-95.266
KRDM,REDMOND ROBERTS FIELD,44.25,-121.133
KRDR,Grand Forks Air Force Base,47.966,-97.4
KRDU,RALEIGH-DURHAM INTERNATIONAL  AIRPORT,35.9,-78.766
KREO,ROME,42.583,-117.866
KRFD,GREATER ROCKFORD AIRPORT,42.2,-89.1
KRGK,"Red Wing, Red Wing Municipal Airport",44.590,-92.486
KRHI,RHINELANDER-ONEIDA CO AIRPORT,45.633,-89.483
KRHP,"Andrews, Andrews-Murphy Airport",35.194,-83.863
KRHV,San Jose / Reid / Hillv,37.333,-121.816
KRIC,RICHMOND INTERNATIONAL  AIRPORT,37.516,-77.316
KRIL,RIFLE GARFIELD COUNTY RGNL,39.516,-107.733
KRIV,Riverside / March Air Force Base,33.9,-117.25
KRIW,RIVERTON REGIONAL AIRPORT,43.066,-108.45
KRKD,"Rockland, Knox County Regional Airport",44.066,-69.1
KRKP,ROCKPORT ARANSAS COUNTY AIRPORT,28.083,-97.05
KRKR,"Poteau, Robert S Kerr Airport",35.021,-94.621
KRKS,ROCK SPRINGS-SWEETWATER CO,41.6,-109.05
KRME,GRIFFISS AIRFIELD,43.233,-75.4
KRMG,ROME R. B. RUSSELL AIRPORT,34.35,-85.166
KRMN,"Stafford, Stafford Regional Airport",38.398,-77.455
KRMY,"Marshall, Brooks Field Airport",42.251,-84.955
KRND,Randolph Air Force Base,29.533,-98.283
KRNH,"New Richmond, New Richmond Municipal Airport",45.148,-92.538
KRNM,RAMONA AIRPORT,33.033,-116.916
KRNO,RENO/TAHOE INTERNATIONAL  AIRPORT,39.483,-119.766
KRNP,"Owosso, Owosso Community Airport",42.992,-84.138
KRNT,RENTON MUNICIPAL AIRPORT,47.5,-122.216
KROA,ROANOKE REGIONAL AIRPORT,37.316,-79.966
KROC,GREATER ROCHESTER INTERNATIONAL,43.116,-77.683
KROG,"Rogers, Rogers Municipal Airport-Carter Field",36.366,-94.1
KROS,"Rush City, Rush City Regional Airport",45.698,-92.953
KROW,ROSWELL INDUSTRIAL AIR CENTR,33.3,-104.533
KROX,"Roseau, Roseau Municipal Airport/Rudy Billberg Field",48.85,-95.7
KRPD,"Rice Lake, Rice Lake Regional-Carl's Field Airport",45.418,-91.773
KRPE,Sabine Pass,29.7,-93.95
KRPH,"Graham, Graham Municipal Airport",33.11,-98.555
KRPJ,"Rochelle, Rochelle Municipal-Koritz Field Airport",41.893,-89.078
KRQB,"Big Rapids, Roben-Hood Airport",43.722,-85.504
KRQE,WINDOW ROCK AIRPORT,35.65,-109.066
KRQO,"El Reno, El Reno Regional Airport",35.472,-98.005
KRRL,"Merrill, Merrill Municipal Airport",45.183,-89.7
KRRT,"Warroad, Warroad International Airport-Swede Carlston Field",48.941,-95.348
KRSL,RUSSELL MUNICIPAL AIRPORT,38.866,-98.816
KRSN,"Ruston, Ruston Regional Airport",32.514,-92.588
KRST,ROCHESTER INTERNATIONAL AIRPORT,43.9,-92.5
KRSV,"Robinson, Robinson Municipal Airport",39.015,-87.649
KRSW,FORT MYERS SW FL INTERNATIONAL  AIRPORT,26.533,-81.766
KRTN,"Raton, Raton Municipal \ Crews Field Airport",36.741,-104.657
KRUE,RUSSELVILLE MUNICIPAL AIRPORT,35.25,-93.1
KRUG,Rugby Municipal Airport,48.390,-100.024
KRUQ,"Salisbury, Rowan County Airport",35.65,-80.516
KRUT,"Rutland, Rutland-Southern Vermont Regional Airport",43.533,-72.95
KRVS,TULSA JONES JR. AIRPORT,36.05,-95.983
KRWF,REDWOOD FALLS MUNICIPAL,44.55,-95.083
KRWI,ROCKY MOUNT-WILSON AIRPORT,35.85,-77.9
KRWL,RAWLINS MUNICIPAL AIRPORT,41.8,-107.2
KRWV,"Caldwell, Caldwell Municipal Airport",30.515,-96.703
KRXE,REXBURG-MADISON COUNTY AIRPORT,43.833,-111.8
KRYV,Watertown,43.166,-88.716
KRYY,"Marietta, Cobb County-McCollum Field Airport",34.013,-84.598
KRZN,"Siren, Burnett County Airport",45.822,-92.372
KRZZ,HALIFAX COUNTY AIRPORT,36.433,-77.716
KS25,Watford City Municipal Airport,47.796,-103.255
KS32,Rands Airport,47.422,-98.105
KS58,South Timbalier,28.533,-90.583
KSAC,SACRAMENTO EXECUTIVE AIRPORT,38.5,-121.5
KSAD,SAFFORD MUNICIPAL AIRPORT,32.85,-109.633
KSAF,SANTA FE COUNTY MUNICIPAL,35.616,-106.083
KSAN,SAN DIEGO INTERNATIONAL \LINDBERGH FLD,32.733,-117.183
